name	pfam_id	chrom	chromStart	chromEnd	all_cosmic	pval
Flavodoxin_1	PF00258	chr5	7870923	7878082	12	0.00127894245878223
FAD_binding_1	PF00667	chr5	7883283	7892946	17	0.00823877791258101
NAD_binding_1	PF00175	chr5	7895910	7900061	15	0.0172418496560161
TSP_1	PF00090	chr5	9051999	9052131	49	1.82240333218664e-05
TSP_1	PF00090	chr5	9054201	9054354	49	1.82240333218664e-05
TSP_1	PF00090	chr5	9063001	9063154	49	1.82240333218664e-05
TSP_1	PF00090	chr5	9066727	9108355	49	1.82240333218664e-05
TSP_1	PF00090	chr5	9108373	9119239	49	1.82240333218664e-05
PSI	PF01437	chr5	9122948	9154624	11	9.75580331032108e-05
TAS2R	PF05296	chr5	9629255	9630143	29	0.000393708410902564
Cpn60_TCP1	PF00118	chr5	10254281	10264884	57	9.75580331032108e-05
Cpn60_TCP1	PF00118	chr5	10256066	10264884	57	9.75580331032108e-05
Cpn60_TCP1	PF00118	chr5	10258224	10261861	57	9.75580331032108e-05
DLH	PF01738	chr5	10280566	10290786	8	6.38573061206414
zf-C3HC4	PF00097	chr5	10377915	10378920	10	1.82240333218664e-05
Ank	PF00023	chr5	10638208	10649404	55	0.00348887616987592
Arm	PF00514	chr5	11082831	11082954	106	0.278450517967822
Arm	PF00514	chr5	11098697	11098823	106	0.278450517967822
Arm	PF00514	chr5	11159847	11199661	106	0.278450517967822
Arm	PF00514	chr5	11199670	11236822	106	0.278450517967822
Dynein_heavy	PF03028	chr5	13692100	13729651	54	9.75580331032108e-05
AAA_5	PF07728	chr5	13814739	13820526	43	0.138968050866263
DHC_N2	PF08393	chr5	13841847	13865933	29	9.75580331032108e-05
DHC_N1	PF08385	chr5	13894776	13920650	32	0.00127894245878223
Spectrin	PF00435	chr5	14291302	14297343	256	0.000393708410902564
Spectrin	PF00435	chr5	14297193	14297343	256	0.000393708410902564
Spectrin	PF00435	chr5	14316817	14336807	256	0.000393708410902564
Spectrin	PF00435	chr5	14364890	14368979	256	0.000393708410902564
Spectrin	PF00435	chr5	14378201	14387709	256	0.000393708410902564
RhoGEF	PF00621	chr5	14388726	14397239	28	2.27964843259768e-06
PH	PF00169	chr5	14399003	14406014	284	0.00823877791258101
SH3_1	PF00018	chr5	14419902	14420067	11	2.27964843259768e-06
SH3_2	PF07653	chr5	14419905	14420064	8	2.27964843259768e-06
RhoGEF	PF00621	chr5	14472705	14481695	28	2.27964843259768e-06
PH	PF00169	chr5	14482697	14485334	284	0.00823877791258101
V-set	PF07686	chr5	14498203	14498749	30	1.43145332025962e-07
I-set	PF07679	chr5	14498203	14498746	956	0.0565734645986981
ig	PF00047	chr5	14498245	14498701	9	1.82240333218664e-05
Pkinase	PF00069	chr5	14502741	14508388	283	2.27964843259768e-06
F-box	PF00646	chr5	15928205	15928349	7	0.000393708410902564
zf-C3HC4	PF00097	chr5	16177881	16179176	10	1.82240333218664e-05
MyTH4	PF00784	chr5	16673876	16675178	9	0.000393708410902564
PH	PF00169	chr5	16680105	16681991	284	0.00823877791258101
PH	PF00169	chr5	16682015	16684016	284	0.00823877791258101
PH	PF00169	chr5	16685905	16694642	284	0.00823877791258101
PH	PF00169	chr5	16694645	16699588	284	0.00823877791258101
IQ	PF00612	chr5	16703115	16703178	34	0.00823877791258101
IQ	PF00612	chr5	16703184	16703247	34	0.00823877791258101
Myosin_head	PF00063	chr5	16704781	16711350	66	2.27964843259768e-06
Myosin_head	PF00063	chr5	16704781	16766226	66	2.27964843259768e-06
Myosin_head	PF00063	chr5	16781819	16818203	66	2.27964843259768e-06
Myosin_head	PF00063	chr5	16815571	16818203	66	2.27964843259768e-06
BASP1	PF05466	chr5	17275329	17276007	23	49.4963102947212
Cadherin_C	PF01049	chr5	19473354	19473798	63	0.483162798595204
Cadherin	PF00028	chr5	19483523	19520803	189	1.82240333218664e-05
Cadherin	PF00028	chr5	19503181	19520803	189	1.82240333218664e-05
Cadherin	PF00028	chr5	19571895	19591347	189	1.82240333218664e-05
Cadherin	PF00028	chr5	19747122	19747317	189	1.82240333218664e-05
Glyco_hydro_2	PF00703	chr5	21491429	21491612	8	31.3345357851446
Glyco_hydro_2_C	PF02836	chr5	21501806	21501935	10	0.200926939077681
Cadherin_C	PF01049	chr5	21751874	21752315	63	0.483162798595204
Cadherin	PF00028	chr5	21765160	21802366	189	1.82240333218664e-05
Cadherin	PF00028	chr5	21802402	21817235	189	1.82240333218664e-05
Cadherin	PF00028	chr5	21842302	21842437	189	1.82240333218664e-05
KRAB	PF01352	chr5	23509588	23510031	10	1.43145332025962e-07
zf-C2H2	PF00096	chr5	23526851	23526920	38	1.82240333218664e-05
zf-C2H2	PF00096	chr5	23526935	23527004	38	1.82240333218664e-05
zf-C2H2	PF00096	chr5	23527019	23527088	38	1.82240333218664e-05
zf-C2H2	PF00096	chr5	23527103	23527172	38	1.82240333218664e-05
zf-C2H2	PF00096	chr5	23527187	23527256	38	1.82240333218664e-05
zf-C2H2	PF00096	chr5	23527271	23527340	38	1.82240333218664e-05
zf-C2H2	PF00096	chr5	23527355	23527424	38	1.82240333218664e-05
zf-C2H2	PF00096	chr5	23527439	23527508	38	1.82240333218664e-05
zf-C2H2	PF00096	chr5	23527523	23527592	38	1.82240333218664e-05
zf-C2H2	PF00096	chr5	23527607	23527676	38	1.82240333218664e-05
zf-C2H2	PF00096	chr5	23527691	23527760	38	1.82240333218664e-05
zf-C2H2	PF00096	chr5	23527775	23527844	38	1.82240333218664e-05
Cadherin_C	PF01049	chr5	24487791	24488232	63	0.483162798595204
Cadherin	PF00028	chr5	24491798	24498544	189	1.82240333218664e-05
Cadherin	PF00028	chr5	24505229	24509765	189	1.82240333218664e-05
Cadherin	PF00028	chr5	24535253	24537521	189	1.82240333218664e-05
Cadherin	PF00028	chr5	24537560	24537755	189	1.82240333218664e-05
Cadherin_C	PF01049	chr5	26881261	26881702	63	0.483162798595204
Cadherin	PF00028	chr5	26885836	26889982	189	1.82240333218664e-05
Cadherin	PF00028	chr5	26890018	26902675	189	1.82240333218664e-05
Cadherin	PF00028	chr5	26890018	26890683	189	1.82240333218664e-05
Cadherin	PF00028	chr5	26902711	26903927	189	1.82240333218664e-05
Cadherin	PF00028	chr5	26903744	26903927	189	1.82240333218664e-05
Cadherin	PF00028	chr5	26906100	26915770	189	1.82240333218664e-05
Cadherin	PF00028	chr5	26915809	26916025	189	1.82240333218664e-05
Cadherin	PF00028	chr5	31294096	31294291	189	1.82240333218664e-05
Cadherin	PF00028	chr5	31294330	31299705	189	1.82240333218664e-05
Cadherin	PF00028	chr5	31302223	31305335	189	1.82240333218664e-05
Cadherin	PF00028	chr5	31305443	31316362	189	1.82240333218664e-05
Cadherin	PF00028	chr5	31316398	31317917	189	1.82240333218664e-05
Cadherin_C	PF01049	chr5	31322954	31323395	63	0.483162798595204
dsrm	PF00035	chr5	31401666	31409235	12	1.82240333218664e-05
Ribonuclease_3	PF00636	chr5	31409406	31421473	16	1.50513648569774
Ribonuclease_3	PF00636	chr5	31410852	31421473	16	1.50513648569774
Ribonuclease_3	PF00636	chr5	31429628	31437391	16	1.50513648569774
PDZ	PF00595	chr5	31995703	32000372	46	2.27964843259768e-06
PDZ	PF00595	chr5	32052807	32058020	46	2.27964843259768e-06
PDZ	PF00595	chr5	32058191	32061223	46	2.27964843259768e-06
PDZ	PF00595	chr5	32097403	32098575	46	2.27964843259768e-06
PDZ	PF00595	chr5	32101240	32108221	46	2.27964843259768e-06
GPP34	PF05719	chr5	32126319	32173986	6	0.0325964095227795
PC4	PF02229	chr5	32591696	32601179	0	1.43145332025962e-07
TGS	PF02824	chr5	33445506	33453494	7	0.0565734645986981
TGS	PF02824	chr5	33448755	33452447	7	0.0565734645986981
TGS	PF02824	chr5	33448755	33453494	7	0.0565734645986981
TGS	PF02824	chr5	33453395	33453494	7	0.0565734645986981
tRNA_SAD	PF07973	chr5	33456158	33457419	3	0.00127894245878223
tRNA-synt_2b	PF00587	chr5	33458740	33461398	14	0.00127894245878223
HGTP_anticodon	PF03129	chr5	33463880	33467775	8	0.00127894245878223
TSP_1	PF00090	chr5	33577192	33588732	49	1.82240333218664e-05
ADAM_spacer1	PF05986	chr5	33614429	33624374	16	0.00127894245878223
ADAM_spacer1	PF05986	chr5	33614429	33637684	16	0.00127894245878223
TSP_1	PF00090	chr5	33637780	33641996	49	1.82240333218664e-05
Reprolysin	PF01421	chr5	33649036	33662123	24	1.82240333218664e-05
7tm_1	PF00001	chr5	33937137	33937443	53	1.43145332025962e-07
7tm_1	PF00001	chr5	33937485	33938013	53	1.43145332025962e-07
MFS_1	PF07690	chr5	33944763	33947464	33	1.43145332025962e-07
Lyase_1	PF00206	chr5	33997510	33997609	15	0.200926939077681
CoA_transf_3	PF02515	chr5	33998751	34007967	1	1.82240333218664e-05
CoA_transf_3	PF02515	chr5	33998929	34007967	1	1.82240333218664e-05
C1q	PF00386	chr5	34020701	34028984	14	1.82240333218664e-05
C1q	PF00386	chr5	34020701	34028978	14	1.82240333218664e-05
C1q	PF00386	chr5	34020701	34024113	14	1.82240333218664e-05
Collagen	PF01391	chr5	34033419	34035787	88	2.27964843259768e-06
Ank	PF00023	chr5	34757690	34796129	55	0.00348887616987592
Ank	PF00023	chr5	34796129	34807935	55	0.00348887616987592
Ank	PF00023	chr5	34807935	34811117	55	0.00348887616987592
Ank	PF00023	chr5	34811117	34811216	55	0.00348887616987592
Ank	PF00023	chr5	34811216	34811963	55	0.00348887616987592
Rad1	PF02144	chr5	34908946	34911899	8	2.5081793081383
Rad1	PF02144	chr5	34908946	34911896	8	2.5081793081383
Brix	PF04427	chr5	34918496	34925021	9	9.75580331032108e-05
Brix	PF04427	chr5	34918496	34922871	9	9.75580331032108e-05
Brix	PF04427	chr5	34918496	34920025	9	9.75580331032108e-05
DnaJ	PF00226	chr5	34929931	34935822	12	1.82240333218664e-05
Aminotran_3	PF00202	chr5	35010109	35026543	27	0.278450517967822
Aminotran_3	PF00202	chr5	35010109	35014145	27	0.278450517967822
Aminotran_3	PF00202	chr5	35010109	35010250	27	0.278450517967822
Aminotran_3	PF00202	chr5	35033596	35039507	27	0.278450517967822
Aminotran_3	PF00202	chr5	35039429	35039507	27	0.278450517967822
DUF1042	PF06294	chr5	35618112	35644502	5	0.00127894245878223
fn3	PF00041	chr5	35871163	35873699	610	0.00823877791258101
UDPGT	PF00201	chr5	35954311	35991275	40	1.82240333218664e-05
UDPGT	PF00201	chr5	35955741	35991275	40	1.82240333218664e-05
UDPGT	PF00201	chr5	35955741	35968193	40	1.82240333218664e-05
UDPGT	PF00201	chr5	35963052	35968193	40	1.82240333218664e-05
UDPGT	PF00201	chr5	36035807	36039698	40	1.82240333218664e-05
LMBR1	PF04791	chr5	36111355	36143438	23	0.0172418496560161
F-box	PF00646	chr5	36163749	36166655	7	0.000393708410902564
NAD_kinase	PF01513	chr5	36225653	36226600	4	0.138968050866263
SDF	PF00375	chr5	36608673	36686234	47	0.0913798565675432
SDF	PF00375	chr5	36608673	36680690	47	0.0913798565675432
SDF	PF00375	chr5	36671133	36686234	47	0.0913798565675432
SDF	PF00375	chr5	36686168	36686234	47	0.0913798565675432
WD40	PF00400	chr5	37438045	37443419	29	1.43145332025962e-07
TGF_beta	PF00019	chr5	37815754	37816045	12	1.82240333218664e-05
fn3	PF00041	chr5	38337627	38350690	610	0.00823877791258101
fn3	PF00041	chr5	38352312	38370537	610	0.00823877791258101
Laminin_G_1	PF00054	chr5	38408002	38418312	43	0.278450517967822
Laminin_G_2	PF02210	chr5	38408002	38418303	98	0.000393708410902564
EGF	PF00008	chr5	38425089	38425188	54	0.00127894245878223
Laminin_G_1	PF00054	chr5	38427221	38438404	43	0.278450517967822
Laminin_G_2	PF02210	chr5	38427221	38438395	98	0.000393708410902564
EGF	PF00008	chr5	38438455	38438551	54	0.00127894245878223
Laminin_G_2	PF02210	chr5	38451451	38464023	98	0.000393708410902564
Laminin_G_1	PF00054	chr5	38451451	38463999	43	0.278450517967822
Laminin_G_2	PF02210	chr5	38463008	38464023	98	0.000393708410902564
fn3	PF00041	chr5	38921746	38923317	610	0.00823877791258101
SH3_2	PF07653	chr5	39134415	39135088	8	2.27964843259768e-06
MACPF	PF01823	chr5	39288959	39311478	22	0.0565734645986981
Ldl_recept_a	PF00057	chr5	39341320	39341690	142	0.138968050866263
TSP_1	PF00090	chr5	39341702	39342239	49	1.82240333218664e-05
PID	PF00640	chr5	39389967	39393438	15	2.27964843259768e-06
7tm_1	PF00001	chr5	40681195	40692001	53	1.43145332025962e-07
TPR_2	PF07719	chr5	40730389	40746945	4	1.82240333218664e-05
Pkinase	PF00069	chr5	40765323	40798212	283	2.27964843259768e-06
Pkinase	PF00069	chr5	40765323	40798212	283	2.27964843259768e-06
Pkinase_Tyr	PF07714	chr5	40767784	40798212	1522	3.41277051625166
Pkinase_Tyr	PF07714	chr5	40767784	40798212	1522	3.41277051625166
Ribosomal_L37e	PF01907	chr5	40834340	40834707	4	2.23489785562405
CARD	PF00619	chr5	40841506	40841764	8	2.27964843259768e-06
TSP_1	PF00090	chr5	40931206	40934526	49	1.82240333218664e-05
Ldl_recept_a	PF00057	chr5	40934535	40936517	142	0.138968050866263
MACPF	PF01823	chr5	40947704	40958225	22	0.0565734645986981
Sushi	PF00084	chr5	40962236	40964972	211	0.00127894245878223
Sushi	PF00084	chr5	40972513	40972687	211	0.00127894245878223
Kazal_2	PF07648	chr5	41149453	41150064	29	0.0172418496560161
Sushi	PF00084	chr5	41153917	41154091	211	0.00127894245878223
MACPF	PF01823	chr5	41160378	41176816	22	0.0565734645986981
Ldl_recept_a	PF00057	chr5	41195960	41199902	142	0.138968050866263
TSP_1	PF00090	chr5	41199914	41201706	49	1.82240333218664e-05
TSP_1	PF00090	chr5	41201724	41203253	49	1.82240333218664e-05
CoA_trans	PF01144	chr5	41739508	41805719	23	1.09751040774777
CoA_trans	PF01144	chr5	41739508	41794160	23	1.09751040774777
F-box	PF00646	chr5	41925580	41927238	7	0.000393708410902564
fn3	PF00041	chr5	42699997	42711423	610	0.00823877791258101
SelP_C	PF04593	chr5	42800823	42801216	7	6.38573061206414
SelP_N	PF04592	chr5	42801216	42808391	6	0.0325964095227795
HMG_CoA_synt_C	PF08540	chr5	43292640	43298125	13	1.73299008473053
HMG_CoA_synt_C	PF08540	chr5	43292640	43294910	13	1.73299008473053
HMG_CoA_synt_N	PF01154	chr5	43298125	43299030	9	1.09751040774777
MIF4G	PF02854	chr5	43535022	43547975	20	9.75580331032108e-05
PAM2	PF07145	chr5	43555945	43555999	4	0.0913798565675432
AlaDh_PNT_N	PF05222	chr5	43613036	43616166	16	0.611100783991512
AlaDh_PNT_C	PF01262	chr5	43619156	43644749	14	0.278450517967822
PNTB	PF02233	chr5	43651975	43704486	9	0.0325964095227795
FGF	PF00167	chr5	44305116	44388552	20	0.00127894245878223
PDCD9	PF07147	chr5	44809065	44815272	15	0.200926939077681
cNMP_binding	PF00027	chr5	45267238	45303841	13	1.82240333218664e-05
Ion_trans_N	PF08412	chr5	45645615	45695906	1	9.75580331032108e-05
PARP	PF00644	chr5	50123883	50125795	16	1.82240333218664e-05
LIM	PF00412	chr5	50680395	50683334	20	2.27964843259768e-06
LIM	PF00412	chr5	50683340	50683505	20	2.27964843259768e-06
Homeobox	PF00046	chr5	50685545	50685716	21	2.27964843259768e-06
eRF1_1	PF03463	chr5	52096229	52096622	4	0.00823877791258101
eRF1_2	PF03464	chr5	52096634	52097321	7	0.611100783991512
eRF1_3	PF03465	chr5	52097327	52097630	9	1.9763725085362
FG-GAP	PF01839	chr5	52204740	52204860	7	0.00823877791258101
FG-GAP	PF01839	chr5	52206103	52206211	7	0.00823877791258101
FG-GAP	PF01839	chr5	52211336	52214563	7	0.00823877791258101
Integrin_alpha2	PF08441	chr5	52214563	52235706	41	0.000393708410902564
VWA	PF00092	chr5	52344490	52351967	119	0.000393708410902564
FG-GAP	PF01839	chr5	52358628	52358748	7	0.00823877791258101
FG-GAP	PF01839	chr5	52360799	52360907	7	0.00823877791258101
Integrin_alpha2	PF08441	chr5	52362949	52379206	41	0.000393708410902564
Integrin_alpha	PF00357	chr5	52385890	52386391	3	0.91842793349378
MoaE	PF02391	chr5	52396254	52398016	10	9.56486291428927
ThiS	PF02597	chr5	52402926	52404466	7	38.1417954116753
Kazal_2	PF07648	chr5	52779405	52779549	29	0.0172418496560161
Kazal_1	PF00050	chr5	52779408	52779549	6	9.75580331032108e-05
Kazal_2	PF07648	chr5	52779973	52780120	29	0.0172418496560161
Kazal_1	PF00050	chr5	52779976	52780120	6	9.75580331032108e-05
Kazal_2	PF07648	chr5	52780910	52781054	29	0.0172418496560161
Kazal_1	PF00050	chr5	52780913	52781054	6	9.75580331032108e-05
HSP20	PF00011	chr5	53751806	53752049	9	0.000393708410902564
SH3_1	PF00018	chr5	53813789	53813960	11	2.27964843259768e-06
SH3_2	PF07653	chr5	53813792	53813960	8	2.27964843259768e-06
PX	PF00787	chr5	53814599	53814929	18	2.27964843259768e-06
IGFBP	PF00219	chr5	54281080	54281263	4	9.75580331032108e-05
Trypsin	PF00089	chr5	54320502	54329722	31	1.43145332025962e-07
Trypsin	PF00089	chr5	54401316	54405984	31	1.43145332025962e-07
WD40	PF00400	chr5	54410053	54415667	29	1.43145332025962e-07
WD40	PF00400	chr5	54410053	54415652	29	1.43145332025962e-07
WD40	PF00400	chr5	54420695	54420785	29	1.43145332025962e-07
GSHPx	PF00255	chr5	54456063	54457083	12	0.00823877791258101
GSHPx	PF00255	chr5	54456159	54459889	12	0.00823877791258101
GSHPx	PF00255	chr5	54456159	54457083	12	0.00823877791258101
Geminin	PF07412	chr5	54516627	54518080	3	0.00127894245878223
Cyclin_C	PF02984	chr5	54527369	54527564	14	0.000393708410902564
Cyclin_N	PF00134	chr5	54527567	54529041	37	0.000393708410902564
HA2	PF04408	chr5	54563526	54565392	12	0.000393708410902564
Helicase_C	PF00271	chr5	54566439	54570457	12	1.43145332025962e-07
DEAD	PF00270	chr5	54572989	54577291	16	1.43145332025962e-07
DEAD	PF00270	chr5	54624545	54639254	16	1.43145332025962e-07
Helicase_C	PF00271	chr5	54646756	54654452	12	1.43145332025962e-07
DSHCT	PF08148	chr5	54701331	54720598	9	0.483162798595204
PAP2	PF01569	chr5	54721134	54763886	12	0.000393708410902564
Aa_trans	PF01490	chr5	54960553	54965610	24	2.27964843259768e-06
DEAD	PF00270	chr5	55082415	55094258	16	1.43145332025962e-07
Helicase_C	PF00271	chr5	55109560	55110919	12	1.43145332025962e-07
fn3	PF00041	chr5	55247312	55248083	610	0.00823877791258101
fn3	PF00041	chr5	55256268	55259328	610	0.00823877791258101
Lep_receptor_Ig	PF06328	chr5	55265404	55265677	4	0.0172418496560161
Lep_receptor_Ig	PF06328	chr5	55265587	55265677	4	0.0172418496560161
Ank	PF00023	chr5	55412517	55422755	55	0.00348887616987592
Ank	PF00023	chr5	55472013	55479341	55	0.00348887616987592
SWIM	PF04434	chr5	56160738	56161230	6	7.24324795024586
Pkinase	PF00069	chr5	56179414	56189493	283	2.27964843259768e-06
Pkinase_Tyr	PF07714	chr5	56180500	56184143	1522	3.41277051625166
Myb_DNA-binding	PF00249	chr5	56219817	56224682	8	0.00127894245878223
Actin	PF00022	chr5	56777405	56778527	37	1.82240333218664e-05
POLO_box	PF00659	chr5	57750435	57750787	10	0.91842793349378
POLO_box	PF00659	chr5	57751146	57751462	10	0.91842793349378
Pkinase	PF00069	chr5	57753012	57755542	283	2.27964843259768e-06
Pkinase_Tyr	PF07714	chr5	57753012	57754834	1522	3.41277051625166
Pkinase	PF00069	chr5	57754225	57754891	283	2.27964843259768e-06
Pkinase_Tyr	PF07714	chr5	57754231	57754834	1522	3.41277051625166
PDEase_I	PF00233	chr5	58270804	58285652	24	9.75580331032108e-05
RhoGAP	PF00620	chr5	59901554	59934630	89	0.000393708410902564
DEP	PF00610	chr5	59943355	59983032	15	0.00127894245878223
DEP	PF00610	chr5	59943355	59983017	15	0.00127894245878223
ELO	PF01151	chr5	60050644	60062438	15	0.00127894245878223
WD40	PF00400	chr5	60183301	60186786	29	1.43145332025962e-07
WD40	PF00400	chr5	60194125	60195468	29	1.43145332025962e-07
WD40	PF00400	chr5	60195525	60199498	29	1.43145332025962e-07
WD40	PF00400	chr5	60214105	60214198	29	1.43145332025962e-07
Kinesin	PF00225	chr5	61653548	61669530	68	1.82240333218664e-05
Kinesin	PF00225	chr5	61653548	61668281	68	1.82240333218664e-05
RrnaAD	PF00398	chr5	61686748	61699173	11	0.756222585349092
RrnaAD	PF00398	chr5	61688750	61699173	11	0.756222585349092
Methyltransf_11	PF08241	chr5	61694480	61697921	5	9.75580331032108e-05
Methyltransf_12	PF08242	chr5	61694504	61697921	4	0.0565734645986981
LRRNT	PF01462	chr5	61875356	61875443	9	9.75580331032108e-05
7tm_1	PF00001	chr5	63256345	63257389	53	1.43145332025962e-07
zf-C3HC4	PF00097	chr5	63621079	63621205	10	1.82240333218664e-05
Pro_isomerase	PF00160	chr5	64065013	64082357	12	1.82240333218664e-05
ADAM_spacer1	PF05986	chr5	64510707	64520792	16	0.00127894245878223
TSP_1	PF00090	chr5	64538026	64558725	49	1.82240333218664e-05
Pep_M12B_propep	PF01562	chr5	64756050	64766771	15	2.27964843259768e-06
WD40	PF00400	chr5	64865526	64865788	29	1.43145332025962e-07
Arf	PF00025	chr5	64887624	64900748	14	2.27964843259768e-06
Arf	PF00025	chr5	64887669	64900748	14	2.27964843259768e-06
Arf	PF00025	chr5	64887699	64900748	14	2.27964843259768e-06
Miro	PF08477	chr5	64887771	64892970	10	9.75580331032108e-05
zf-B_box	PF00643	chr5	64907569	64909926	8	2.27964843259768e-06
zf-C3HC4	PF00097	chr5	64913940	64914072	10	1.82240333218664e-05
DUF974	PF06159	chr5	64931848	64957886	0	1.43145332025962e-07
DUF974	PF06159	chr5	64931848	64957886	0	1.43145332025962e-07
TPR_2	PF07719	chr5	64976541	64981216	4	1.82240333218664e-05
TPR_1	PF00515	chr5	64976541	64981216	16	1.82240333218664e-05
TPR_2	PF07719	chr5	64981216	65000124	4	1.82240333218664e-05
TPR_1	PF00515	chr5	64981216	65000124	16	1.82240333218664e-05
TPR_2	PF07719	chr5	65000124	65004336	4	1.82240333218664e-05
TPR_1	PF00515	chr5	65000124	65004336	16	1.82240333218664e-05
Peptidase_M3	PF01432	chr5	65077177	65088483	22	0.0172418496560161
Peptidase_M3	PF01432	chr5	65077177	65118732	22	0.0172418496560161
Peptidase_M3	PF01432	chr5	65081698	65105342	22	0.0172418496560161
Peptidase_M3	PF01432	chr5	65105342	65118732	22	0.0172418496560161
PDZ	PF00595	chr5	65372147	65374341	46	2.27964843259768e-06
RRM_1	PF00076	chr5	65440265	65449409	34	1.43145332025962e-07
RRM_1	PF00076	chr5	65458075	65459624	34	1.43145332025962e-07
Pkinase	PF00069	chr5	66416893	66437978	283	2.27964843259768e-06
Pkinase_Tyr	PF07714	chr5	66426216	66429397	1522	3.41277051625166
LRRCT	PF01463	chr5	66478791	66478860	13	1.09751040774777
SH3_1	PF00018	chr5	67522519	67522600	11	2.27964843259768e-06
RhoGAP	PF00620	chr5	67569268	67576762	89	0.000393708410902564
SH2	PF00017	chr5	67588167	67589237	123	0.0325964095227795
SH2	PF00017	chr5	67588927	67589237	123	0.0325964095227795
SH2	PF00017	chr5	67589005	67589237	123	0.0325964095227795
SH2	PF00017	chr5	67592054	67593349	123	0.0325964095227795
Cation_efflux	PF01545	chr5	68412403	68419256	30	0.00348887616987592
Cyclin_N	PF00134	chr5	68467250	68470893	37	0.000393708410902564
Cyclin_C	PF02984	chr5	68470896	68473423	14	0.000393708410902564
Cyclin_C	PF02984	chr5	68470896	68473180	14	0.000393708410902564
Cyclin_C	PF02984	chr5	68470896	68473354	14	0.000393708410902564
CENP-H	PF05837	chr5	68485504	68505624	2	0.00348887616987592
CENP-H	PF05837	chr5	68485504	68491617	2	0.00348887616987592
CENP-H	PF05837	chr5	68491617	68505624	2	0.00348887616987592
TFIID-31kDa	PF02291	chr5	68661173	68661560	5	0.00348887616987592
AAA	PF00004	chr5	68662344	68665304	16	2.27964843259768e-06
SKI	PF01202	chr5	68662353	68662416	4	0.0565734645986981
ABC_tran	PF00005	chr5	68677731	68677803	26	2.27964843259768e-06
AAA	PF00004	chr5	68677737	68677803	16	2.27964843259768e-06
MARVEL	PF01284	chr5	68715774	68716314	15	1.82240333218664e-05
Occludin_ELL	PF07303	chr5	68728753	68737449	6	0.00823877791258101
MARVEL	PF01284	chr5	68805086	68809853	15	1.82240333218664e-05
Occludin_ELL	PF07303	chr5	68843761	68849487	6	0.00823877791258101
Ssl1	PF04056	chr5	68860978	68878201	2	9.75580331032108e-05
Ssl1	PF04056	chr5	68860978	68873632	2	9.75580331032108e-05
Ssl1	PF04056	chr5	68862794	68878201	2	9.75580331032108e-05
C1_4	PF07975	chr5	68886156	68887999	0	1.43145332025962e-07
4F5	PF04419	chr5	69321279	69328203	14	8.60683860960001
SMN	PF06003	chr5	69345588	69372393	2	0.278450517967822
SMN	PF06003	chr5	69345588	69372846	2	0.278450517967822
SMN	PF06003	chr5	69345588	69363253	2	0.278450517967822
SMN	PF06003	chr5	69345588	69361900	2	0.278450517967822
SMN	PF06003	chr5	69361909	69372393	2	0.278450517967822
SMN	PF06003	chr5	69366468	69372393	2	0.278450517967822
SMN	PF06003	chr5	69366468	69372846	2	0.278450517967822
NACHT	PF05729	chr5	69405553	69406018	21	9.75580331032108e-05
Glyco_hydro_2	PF00703	chr5	69503389	69503572	8	31.3345357851446
Glyco_hydro_2_C	PF02836	chr5	69515795	69517840	10	0.200926939077681
Ssl1	PF04056	chr5	69717596	69723525	2	9.75580331032108e-05
C1_4	PF07975	chr5	69741311	69743154	0	1.43145332025962e-07
4F5	PF04419	chr5	70196697	70203622	14	8.60683860960001
4F5	PF04419	chr5	70196697	70212829	14	8.60683860960001
SMN	PF06003	chr5	70221006	70247813	2	0.278450517967822
SMN	PF06003	chr5	70221006	70248266	2	0.278450517967822
SMN	PF06003	chr5	70221006	70238677	2	0.278450517967822
SMN	PF06003	chr5	70221006	70237324	2	0.278450517967822
SMN	PF06003	chr5	70237333	70247813	2	0.278450517967822
SMN	PF06003	chr5	70241893	70247813	2	0.278450517967822
SMN	PF06003	chr5	70241893	70248266	2	0.278450517967822
NACHT	PF05729	chr5	70281020	70281485	21	9.75580331032108e-05
BIR	PF00653	chr5	70283684	70297605	7	9.75580331032108e-05
BIR	PF00653	chr5	70299667	70308258	7	9.75580331032108e-05
BIR	PF00653	chr5	70308357	70308555	7	9.75580331032108e-05
C1_4	PF07975	chr5	70331529	70333371	0	1.43145332025962e-07
Ssl1	PF04056	chr5	70341325	70358571	2	9.75580331032108e-05
Ssl1	PF04056	chr5	70341325	70356756	2	9.75580331032108e-05
Ssl1	PF04056	chr5	70351170	70358571	2	9.75580331032108e-05
NACHT	PF05729	chr5	70405906	70406371	21	9.75580331032108e-05
CART	PF06373	chr5	71015121	71016440	2	2.7958340057698
MAP1B_neuraxin	PF00414	chr5	71494814	71494865	7	37.3653665576339
MAP1B_neuraxin	PF00414	chr5	71494865	71494916	7	37.3653665576339
MAP1B_neuraxin	PF00414	chr5	71494916	71494967	7	37.3653665576339
MAP1B_neuraxin	PF00414	chr5	71494967	71495018	7	37.3653665576339
MAP1B_neuraxin	PF00414	chr5	71495018	71495069	7	37.3653665576339
MAP1B_neuraxin	PF00414	chr5	71495069	71495120	7	37.3653665576339
MAP1B_neuraxin	PF00414	chr5	71495171	71495222	7	37.3653665576339
MAP1B_neuraxin	PF00414	chr5	71495273	71495324	7	37.3653665576339
MAP1B_neuraxin	PF00414	chr5	71495324	71495375	7	37.3653665576339
